ID,PlayerID,MatchID,fromMinutes,toMinutes
1,1,1,0,NULL
2,2,1,0,90
3,6,1,0,90
4,4,1,0,90
5,18,1,0,90
6,8,1,0,80
7,23,1,0,46
8,10,1,0,74
9,21,1,0,90
10,17,1,0,63
11,7,1,0,63
12,13,1,74,NULL
13,19,1,63,NULL
14,5,1,46,90
15,25,1,80,NULL
16,9,1,63,90
17,27,1,0,NULL
18,28,1,0,NULL
19,29,1,0,NULL
20,30,1,0,NULL
21,32,1,0,77
22,33,1,0,67
23,34,1,0,67
24,36,1,0,46
25,37,1,0,NULL
26,39,1,0,82
27,41,1,0,44
28,31,1,46,NULL
29,35,1,82,NULL
30,40,1,67,NULL
31,49,1,67,NULL
32,52,1,77,NULL
33,53,2,0,NULL
34,54,2,0,46
35,56,2,0,79
36,57,2,0,NULL
37,58,2,0,NULL
38,60,2,0,67
39,62,2,0,NULL
40,63,2,0,79
41,65,2,0,NULL
42,71,2,0,NULL
43,72,2,0,NULL
44,61,2,79,NULL
45,66,2,46,NULL
46,67,2,67,NULL
47,76,2,79,NULL
48,79,2,0,NULL
49,81,2,0,68
50,83,2,0,NULL
51,86,2,0,86
52,88,2,0,NULL
53,91,2,0,NULL
54,95,2,0,74
55,96,2,0,68
56,97,2,0,86
57,98,2,0,NULL
58,100,2,0,NULL
59,80,2,68,NULL
60,85,2,74,NULL
61,94,2,86,NULL
62,103,2,68,NULL
63,104,2,86,NULL
64,127,3,0,NULL
65,106,3,0,NULL
66,107,3,0,NULL
67,108,3,0,NULL
68,111,3,0,67
69,112,3,0,NULL
70,120,3,0,86
71,121,3,0,68
72,123,3,0,86
73,124,3,0,59
74,128,3,0,NULL
75,110,3,68,NULL
76,114,3,59,NULL
77,115,3,86,NULL
78,122,3,86,NULL
79,125,3,67,NULL
80,131,3,0,NULL
81,132,3,0,NULL
82,133,3,0,NULL
83,134,3,0,NULL
84,136,3,0,NULL
85,137,3,0,NULL
86,138,3,0,65
87,139,3,0,72
88,140,3,0,65
89,141,3,0,NULL
90,146,3,0,56
91,144,3,56,NULL
92,145,3,65,NULL
93,147,3,72,NULL
94,155,3,65,NULL
95,157,4,0,NULL
96,158,4,0,NULL
97,159,4,0,NULL
98,161,4,0,NULL
99,163,4,0,NULL
100,164,4,0,NULL
101,165,4,0,NULL
102,166,4,0,NULL
103,170,4,0,NULL
104,174,4,0,NULL
105,179,4,0,NULL
106,205,4,0,NULL
107,185,4,0,NULL
108,186,4,0,NULL
109,187,4,0,NULL
110,188,4,0,NULL
111,191,4,0,NULL
112,192,4,0,NULL
113,193,4,0,NULL
114,197,4,0,NULL
115,202,4,0,NULL
116,203,4,0,NULL
117,313,5,0,NULL
118,314,5,0,NULL
119,317,5,0,NULL
120,322,5,0,NULL
121,325,5,0,NULL
122,326,5,0,NULL
123,328,5,0,NULL
124,331,5,0,NULL
125,332,5,0,NULL
126,333,5,0,NULL
127,338,5,0,NULL
128,339,5,0,NULL
129,342,5,0,NULL
130,343,5,0,NULL
131,344,5,0,NULL
132,345,5,0,NULL
133,348,5,0,NULL
134,349,5,0,NULL
135,352,5,0,NULL
136,354,5,0,NULL
137,360,5,0,NULL
138,362,5,0,NULL
139,209,7,0,NULL
140,210,7,0,NULL
141,214,7,0,NULL
142,217,7,0,NULL
143,218,7,0,NULL
144,219,7,0,NULL
145,221,7,0,NULL
146,225,7,0,NULL
147,228,7,0,NULL
148,229,7,0,NULL
149,230,7,0,NULL
150,235,7,0,NULL
151,236,7,0,NULL
152,237,7,0,NULL
153,240,7,0,NULL
154,243,7,0,NULL
155,244,7,0,NULL
156,251,7,0,NULL
157,252,7,0,NULL
158,253,7,0,NULL
159,255,7,0,NULL
160,257,7,0,NULL
161,261,6,0,NULL
162,262,6,0,NULL
163,264,6,0,NULL
164,266,6,0,NULL
165,267,6,0,NULL
166,269,6,0,NULL
167,271,6,0,NULL
168,273,6,0,NULL
169,274,6,0,NULL
170,280,6,0,NULL
171,282,6,0,NULL
172,287,6,0,NULL
173,288,6,0,NULL
174,290,6,0,NULL
175,291,6,0,NULL
176,292,6,0,NULL
177,293,6,0,NULL
178,294,6,0,NULL
179,295,6,0,NULL
180,296,6,0,NULL
181,297,6,0,NULL
182,298,6,0,NULL
183,467,8,0,NULL
184,468,8,0,NULL
185,469,8,0,NULL
186,472,8,0,NULL
187,477,8,0,NULL
188,481,8,0,NULL
189,483,8,0,NULL
190,484,8,0,NULL
191,485,8,0,NULL
192,486,8,0,NULL
193,487,8,0,NULL
194,515,8,0,NULL
195,494,8,0,NULL
196,498,8,0,NULL
197,502,8,0,NULL
198,503,8,0,NULL
199,505,8,0,NULL
200,506,8,0,NULL
201,507,8,0,NULL
202,509,8,0,NULL
203,511,8,0,NULL
204,514,8,0,NULL
205,416,10,0,NULL
206,417,10,0,NULL
207,419,10,0,NULL
208,422,10,0,NULL
209,424,10,0,NULL
210,425,10,0,NULL
211,426,10,0,NULL
212,433,10,0,NULL
213,436,10,0,NULL
214,437,10,0,NULL
215,439,10,0,NULL
216,441,10,0,NULL
217,442,10,0,NULL
218,443,10,0,NULL
219,448,10,0,NULL
220,449,10,0,NULL
221,454,10,0,NULL
222,456,10,0,NULL
223,457,10,0,NULL
224,459,10,0,NULL
225,462,10,0,NULL
226,466,10,0,NULL
227,377,9,0,NULL
228,366,9,0,NULL
229,368,9,0,NULL
230,369,9,0,NULL
231,370,9,0,NULL
232,373,9,0,NULL
233,374,9,0,NULL
234,375,9,0,NULL
235,380,9,0,NULL
236,383,9,0,NULL
237,384,9,0,NULL
238,406,9,0,NULL
239,394,9,0,NULL
240,395,9,0,NULL
241,397,9,0,NULL
242,400,9,0,NULL
243,401,9,0,NULL
244,403,9,0,NULL
245,404,9,0,NULL
246,405,9,0,NULL
247,407,9,0,NULL
248,412,9,0,NULL
249,519,11,0,NULL
250,522,11,0,NULL
251,524,11,0,NULL
252,526,11,0,NULL
253,528,11,0,NULL
254,532,11,0,NULL
255,536,11,0,NULL
256,537,11,0,NULL
257,538,11,0,NULL
258,539,11,0,NULL
259,540,11,0,NULL
260,569,11,0,NULL
261,546,11,0,NULL
262,547,11,0,NULL
263,548,11,0,NULL
264,549,11,0,NULL
265,550,11,0,NULL
266,551,11,0,NULL
267,554,11,0,NULL
268,564,11,0,NULL
269,565,11,0,NULL
270,566,11,0,NULL
271,592,12,0,NULL
272,573,12,0,NULL
273,574,12,0,NULL
274,575,12,0,NULL
275,577,12,0,NULL
276,578,12,0,NULL
277,580,12,0,NULL
278,587,12,0,NULL
279,589,12,0,NULL
280,590,12,0,NULL
281,593,12,0,NULL
282,597,12,0,NULL
283,599,12,0,NULL
284,600,12,0,NULL
285,601,12,0,NULL
286,606,12,0,NULL
287,607,12,0,NULL
288,608,12,0,NULL
289,610,12,0,NULL
290,614,12,0,NULL
291,618,12,0,NULL
292,621,12,0,NULL
293,131,13,0,NULL
294,132,13,0,NULL
295,133,13,0,NULL
296,134,13,0,NULL
297,136,13,0,NULL
298,137,13,0,NULL
299,138,13,0,NULL
300,139,13,0,NULL
301,140,13,0,NULL
302,141,13,0,NULL
303,146,13,0,NULL
304,205,13,0,NULL
305,185,13,0,NULL
306,186,13,0,NULL
307,187,13,0,NULL
308,188,13,0,NULL
309,191,13,0,NULL
310,192,13,0,NULL
311,193,13,0,NULL
312,197,13,0,NULL
313,202,13,0,NULL
314,203,13,0,NULL
315,1,15,0,NULL
316,2,15,0,NULL
317,6,15,0,NULL
318,4,15,0,NULL
319,18,15,0,NULL
320,8,15,0,NULL
321,23,15,0,NULL
322,10,15,0,NULL
323,21,15,0,NULL
324,17,15,0,NULL
325,7,15,0,NULL
326,53,15,0,NULL
327,54,15,0,NULL
328,56,15,0,NULL
329,57,15,0,NULL
330,58,15,0,NULL
331,60,15,0,NULL
332,62,15,0,NULL
333,63,15,0,NULL
334,65,15,0,NULL
335,71,15,0,NULL
336,72,15,0,NULL
337,27,14,0,NULL
338,28,14,0,NULL
339,29,14,0,NULL
340,30,14,0,NULL
341,32,14,0,NULL
342,33,14,0,NULL
343,34,14,0,NULL
344,36,14,0,NULL
345,37,14,0,NULL
346,39,14,0,NULL
347,41,14,0,NULL
348,79,14,0,NULL
349,81,14,0,NULL
350,83,14,0,NULL
351,86,14,0,NULL
352,88,14,0,NULL
353,91,14,0,NULL
354,95,14,0,NULL
355,96,14,0,NULL
356,97,14,0,NULL
357,98,14,0,NULL
358,100,14,0,NULL
359,209,16,0,NULL
360,210,16,0,NULL
361,214,16,0,NULL
362,217,16,0,NULL
363,218,16,0,NULL
364,219,16,0,NULL
365,221,16,0,NULL
366,225,16,0,NULL
367,228,16,0,NULL
368,229,16,0,NULL
369,230,16,0,NULL
370,261,16,0,NULL
371,262,16,0,NULL
372,264,16,0,NULL
373,266,16,0,NULL
374,267,16,0,NULL
375,269,16,0,NULL
376,271,16,0,NULL
377,273,16,0,NULL
378,274,16,0,NULL
379,280,16,0,NULL
380,282,16,0,NULL
381,235,18,0,NULL
382,236,18,0,NULL
383,237,18,0,NULL
384,240,18,0,NULL
385,243,18,0,NULL
386,244,18,0,NULL
387,251,18,0,NULL
388,252,18,0,NULL
389,253,18,0,NULL
390,255,18,0,NULL
391,257,18,0,NULL
392,287,18,0,NULL
393,288,18,0,NULL
394,290,18,0,NULL
395,291,18,0,NULL
396,292,18,0,NULL
397,293,18,0,NULL
398,294,18,0,NULL
399,295,18,0,NULL
400,296,18,0,NULL
401,297,18,0,NULL
402,298,18,0,NULL
403,127,17,0,NULL
404,106,17,0,NULL
405,107,17,0,NULL
406,108,17,0,NULL
407,111,17,0,NULL
408,112,17,0,NULL
409,120,17,0,NULL
410,121,17,0,NULL
411,123,17,0,NULL
412,124,17,0,NULL
413,128,17,0,NULL
414,157,17,0,NULL
415,158,17,0,NULL
416,159,17,0,NULL
417,161,17,0,NULL
418,163,17,0,NULL
419,164,17,0,NULL
420,165,17,0,NULL
421,166,17,0,NULL
422,170,17,0,NULL
423,174,17,0,NULL
424,179,17,0,NULL
425,441,19,0,NULL
426,442,19,0,NULL
427,443,19,0,NULL
428,448,19,0,NULL
429,449,19,0,NULL
430,454,19,0,NULL
431,456,19,0,NULL
432,457,19,0,NULL
433,459,19,0,NULL
434,462,19,0,NULL
435,466,19,0,NULL
436,515,19,0,NULL
437,494,19,0,NULL
438,498,19,0,NULL
439,502,19,0,NULL
440,503,19,0,NULL
441,505,19,0,NULL
442,506,19,0,NULL
443,507,19,0,NULL
444,509,19,0,NULL
445,511,19,0,NULL
446,514,19,0,NULL
447,313,21,0,NULL
448,314,21,0,NULL
449,317,21,0,NULL
450,322,21,0,NULL
451,325,21,0,NULL
452,326,21,0,NULL
453,328,21,0,NULL
454,331,21,0,NULL
455,332,21,0,NULL
456,333,21,0,NULL
457,338,21,0,NULL
458,377,21,0,NULL
459,366,21,0,NULL
460,368,21,0,NULL
461,369,21,0,NULL
462,370,21,0,NULL
463,373,21,0,NULL
464,374,21,0,NULL
465,375,21,0,NULL
466,380,21,0,NULL
467,383,21,0,NULL
468,384,21,0,NULL
469,339,20,0,NULL
470,342,20,0,NULL
471,343,20,0,NULL
472,344,20,0,NULL
473,345,20,0,NULL
474,348,20,0,NULL
475,349,20,0,NULL
476,352,20,0,NULL
477,354,20,0,NULL
478,360,20,0,NULL
479,362,20,0,NULL
480,406,20,0,NULL
481,394,20,0,NULL
482,395,20,0,NULL
483,397,20,0,NULL
484,400,20,0,NULL
485,401,20,0,NULL
486,403,20,0,NULL
487,404,20,0,NULL
488,405,20,0,NULL
489,407,20,0,NULL
490,412,20,0,NULL
491,569,22,0,NULL
492,546,22,0,NULL
493,547,22,0,NULL
494,548,22,0,NULL
495,549,22,0,NULL
496,550,22,0,NULL
497,551,22,0,NULL
498,554,22,0,NULL
499,564,22,0,NULL
500,565,22,0,NULL
501,566,22,0,NULL
502,597,22,0,NULL
503,599,22,0,NULL
504,600,22,0,NULL
505,601,22,0,NULL
506,606,22,0,NULL
507,607,22,0,NULL
508,608,22,0,NULL
509,610,22,0,NULL
510,614,22,0,NULL
511,618,22,0,NULL
512,621,22,0,NULL
513,519,24,0,NULL
514,522,24,0,NULL
515,524,24,0,NULL
516,526,24,0,NULL
517,528,24,0,NULL
518,532,24,0,NULL
519,536,24,0,NULL
520,537,24,0,NULL
521,538,24,0,NULL
522,539,24,0,NULL
523,540,24,0,NULL
524,592,24,0,NULL
525,573,24,0,NULL
526,574,24,0,NULL
527,575,24,0,NULL
528,577,24,0,NULL
529,578,24,0,NULL
530,580,24,0,NULL
531,587,24,0,NULL
532,589,24,0,NULL
533,590,24,0,NULL
534,593,24,0,NULL
535,416,23,0,NULL
536,417,23,0,NULL
537,419,23,0,NULL
538,422,23,0,NULL
539,424,23,0,NULL
540,425,23,0,NULL
541,426,23,0,NULL
542,433,23,0,NULL
543,436,23,0,NULL
544,437,23,0,NULL
545,439,23,0,NULL
546,467,23,0,NULL
547,468,23,0,NULL
548,469,23,0,NULL
549,472,23,0,NULL
550,477,23,0,NULL
551,481,23,0,NULL
552,483,23,0,NULL
553,484,23,0,NULL
554,485,23,0,NULL
555,486,23,0,NULL
556,487,23,0,NULL
557,27,26,0,NULL
558,28,26,0,NULL
559,29,26,0,NULL
560,30,26,0,NULL
561,32,26,0,NULL
562,33,26,0,NULL
563,34,26,0,NULL
564,36,26,0,NULL
565,37,26,0,NULL
566,39,26,0,NULL
567,41,26,0,NULL
568,53,26,0,NULL
569,54,26,0,NULL
570,56,26,0,NULL
571,57,26,0,NULL
572,58,26,0,NULL
573,60,26,0,NULL
574,62,26,0,NULL
575,63,26,0,NULL
576,65,26,0,NULL
577,71,26,0,NULL
578,72,26,0,NULL
579,79,25,0,NULL
580,81,25,0,NULL
581,83,25,0,NULL
582,86,25,0,NULL
583,88,25,0,NULL
584,91,25,0,NULL
585,95,25,0,NULL
586,96,25,0,NULL
587,97,25,0,NULL
588,98,25,0,NULL
589,100,25,0,NULL
590,1,25,0,NULL
591,2,25,0,NULL
592,6,25,0,NULL
593,4,25,0,NULL
594,18,25,0,NULL
595,8,25,0,NULL
596,23,25,0,NULL
597,10,25,0,NULL
598,21,25,0,NULL
599,17,25,0,NULL
600,7,25,0,NULL
601,205,27,0,NULL
602,185,27,0,NULL
603,186,27,0,NULL
604,187,27,0,NULL
605,188,27,0,NULL
606,191,27,0,NULL
607,192,27,0,NULL
608,193,27,0,NULL
609,197,27,0,NULL
610,202,27,0,NULL
611,203,27,0,NULL
612,127,27,0,NULL
613,106,27,0,NULL
614,107,27,0,NULL
615,108,27,0,NULL
616,111,27,0,NULL
617,112,27,0,NULL
618,120,27,0,NULL
619,121,27,0,NULL
620,123,27,0,NULL
621,124,27,0,NULL
622,128,27,0,NULL
623,131,28,0,NULL
624,132,28,0,NULL
625,133,28,0,NULL
626,134,28,0,NULL
627,136,28,0,NULL
628,137,28,0,NULL
629,138,28,0,NULL
630,139,28,0,NULL
631,140,28,0,NULL
632,141,28,0,NULL
633,146,28,0,NULL
634,157,28,0,NULL
635,158,28,0,NULL
636,159,28,0,NULL
637,161,28,0,NULL
638,163,28,0,NULL
639,164,28,0,NULL
640,165,28,0,NULL
641,166,28,0,NULL
642,170,28,0,NULL
643,174,28,0,NULL
644,179,28,0,NULL
645,406,29,0,NULL
646,394,29,0,NULL
647,395,29,0,NULL
648,397,29,0,NULL
649,400,29,0,NULL
650,401,29,0,NULL
651,403,29,0,NULL
652,404,29,0,NULL
653,405,29,0,NULL
654,407,29,0,NULL
655,412,29,0,NULL
656,313,29,0,NULL
657,314,29,0,NULL
658,317,29,0,NULL
659,322,29,0,NULL
660,325,29,0,NULL
661,326,29,0,NULL
662,328,29,0,NULL
663,331,29,0,NULL
664,332,29,0,NULL
665,333,29,0,NULL
666,338,29,0,NULL
667,235,30,0,NULL
668,236,30,0,NULL
669,237,30,0,NULL
670,240,30,0,NULL
671,243,30,0,NULL
672,244,30,0,NULL
673,251,30,0,NULL
674,252,30,0,NULL
675,253,30,0,NULL
676,255,30,0,NULL
677,257,30,0,NULL
678,261,30,0,NULL
679,262,30,0,NULL
680,264,30,0,NULL
681,266,30,0,NULL
682,267,30,0,NULL
683,269,30,0,NULL
684,271,30,0,NULL
685,273,30,0,NULL
686,274,30,0,NULL
687,280,30,0,NULL
688,282,30,0,NULL
689,339,31,0,NULL
690,342,31,0,NULL
691,343,31,0,NULL
692,344,31,0,NULL
693,345,31,0,NULL
694,348,31,0,NULL
695,349,31,0,NULL
696,352,31,0,NULL
697,354,31,0,NULL
698,360,31,0,NULL
699,362,31,0,NULL
700,377,31,0,NULL
701,366,31,0,NULL
702,368,31,0,NULL
703,369,31,0,NULL
704,370,31,0,NULL
705,373,31,0,NULL
706,374,31,0,NULL
707,375,31,0,NULL
708,380,31,0,NULL
709,383,31,0,NULL
710,384,31,0,NULL
711,287,32,0,NULL
712,288,32,0,NULL
713,290,32,0,NULL
714,291,32,0,NULL
715,292,32,0,NULL
716,293,32,0,NULL
717,294,32,0,NULL
718,295,32,0,NULL
719,296,32,0,NULL
720,297,32,0,NULL
721,298,32,0,NULL
722,209,32,0,NULL
723,210,32,0,NULL
724,214,32,0,NULL
725,217,32,0,NULL
726,218,32,0,NULL
727,219,32,0,NULL
728,221,32,0,NULL
729,225,32,0,NULL
730,228,32,0,NULL
731,229,32,0,NULL
732,230,32,0,NULL
733,441,33,0,NULL
734,442,33,0,NULL
735,443,33,0,NULL
736,448,33,0,NULL
737,449,33,0,NULL
738,454,33,0,NULL
739,456,33,0,NULL
740,457,33,0,NULL
741,459,33,0,NULL
742,462,33,0,NULL
743,466,33,0,NULL
744,467,33,0,NULL
745,468,33,0,NULL
746,469,33,0,NULL
747,472,33,0,NULL
748,477,33,0,NULL
749,481,33,0,NULL
750,483,33,0,NULL
751,484,33,0,NULL
752,485,33,0,NULL
753,486,33,0,NULL
754,487,33,0,NULL
755,569,34,0,NULL
756,546,34,0,NULL
757,547,34,0,NULL
758,548,34,0,NULL
759,549,34,0,NULL
760,550,34,0,NULL
761,551,34,0,NULL
762,554,34,0,NULL
763,564,34,0,NULL
764,565,34,0,NULL
765,566,34,0,NULL
766,592,34,0,NULL
767,573,34,0,NULL
768,574,34,0,NULL
769,575,34,0,NULL
770,577,34,0,NULL
771,578,34,0,NULL
772,580,34,0,NULL
773,587,34,0,NULL
774,589,34,0,NULL
775,590,34,0,NULL
776,593,34,0,NULL
777,515,35,0,NULL
778,494,35,0,NULL
779,498,35,0,NULL
780,502,35,0,NULL
781,503,35,0,NULL
782,505,35,0,NULL
783,506,35,0,NULL
784,507,35,0,NULL
785,509,35,0,NULL
786,511,35,0,NULL
787,514,35,0,NULL
788,416,35,0,NULL
789,417,35,0,NULL
790,419,35,0,NULL
791,422,35,0,NULL
792,424,35,0,NULL
793,425,35,0,NULL
794,426,35,0,NULL
795,433,35,0,NULL
796,436,35,0,NULL
797,437,35,0,NULL
798,439,35,0,NULL
799,597,36,0,NULL
800,599,36,0,NULL
801,600,36,0,NULL
802,601,36,0,NULL
803,606,36,0,NULL
804,607,36,0,NULL
805,608,36,0,NULL
806,610,36,0,NULL
807,614,36,0,NULL
808,618,36,0,NULL
809,621,36,0,NULL
810,519,36,0,NULL
811,522,36,0,NULL
812,524,36,0,NULL
813,526,36,0,NULL
814,528,36,0,NULL
815,532,36,0,NULL
816,536,36,0,NULL
817,537,36,0,NULL
818,538,36,0,NULL
819,539,36,0,NULL
820,540,36,0,NULL
821,79,37,0,NULL
822,81,37,0,NULL
823,83,37,0,NULL
824,86,37,0,NULL
825,88,37,0,NULL
826,91,37,0,NULL
827,95,37,0,NULL
828,96,37,0,NULL
829,97,37,0,NULL
830,98,37,0,NULL
831,100,37,0,NULL
832,157,37,0,NULL
833,158,37,0,NULL
834,159,37,0,NULL
835,161,37,0,NULL
836,163,37,0,NULL
837,164,37,0,NULL
838,165,37,0,NULL
839,166,37,0,NULL
840,170,37,0,NULL
841,174,37,0,NULL
842,179,37,0,NULL
843,1,38,0,NULL
844,2,38,0,NULL
845,6,38,0,NULL
846,4,38,0,NULL
847,18,38,0,NULL
848,8,38,0,NULL
849,23,38,0,NULL
850,10,38,0,NULL
851,21,38,0,NULL
852,17,38,0,NULL
853,7,38,0,NULL
854,235,38,0,NULL
855,236,38,0,NULL
856,237,38,0,NULL
857,240,38,0,NULL
858,243,38,0,NULL
859,244,38,0,NULL
860,251,38,0,NULL
861,252,38,0,NULL
862,253,38,0,NULL
863,255,38,0,NULL
864,257,38,0,NULL
865,287,39,0,NULL
866,288,39,0,NULL
867,290,39,0,NULL
868,291,39,0,NULL
869,292,39,0,NULL
870,293,39,0,NULL
871,294,39,0,NULL
872,295,39,0,NULL
873,296,39,0,NULL
874,297,39,0,NULL
875,298,39,0,NULL
876,441,39,0,NULL
877,442,39,0,NULL
878,443,39,0,NULL
879,448,39,0,NULL
880,449,39,0,NULL
881,454,39,0,NULL
882,456,39,0,NULL
883,457,39,0,NULL
884,459,39,0,NULL
885,462,39,0,NULL
886,466,39,0,NULL
887,127,40,0,NULL
888,106,40,0,NULL
889,107,40,0,NULL
890,108,40,0,NULL
891,111,40,0,NULL
892,112,40,0,NULL
893,120,40,0,NULL
894,121,40,0,NULL
895,123,40,0,NULL
896,124,40,0,NULL
897,128,40,0,NULL
898,569,40,0,NULL
899,546,40,0,NULL
900,547,40,0,NULL
901,548,40,0,NULL
902,549,40,0,NULL
903,550,40,0,NULL
904,551,40,0,NULL
905,554,40,0,NULL
906,564,40,0,NULL
907,565,40,0,NULL
908,566,40,0,NULL
909,416,41,0,NULL
910,417,41,0,NULL
911,419,41,0,NULL
912,422,41,0,NULL
913,424,41,0,NULL
914,425,41,0,NULL
915,426,41,0,NULL
916,433,41,0,NULL
917,436,41,0,NULL
918,437,41,0,NULL
919,439,41,0,NULL
920,406,41,0,NULL
921,394,41,0,NULL
922,395,41,0,NULL
923,397,41,0,NULL
924,400,41,0,NULL
925,401,41,0,NULL
926,403,41,0,NULL
927,404,41,0,NULL
928,405,41,0,NULL
929,407,41,0,NULL
930,412,41,0,NULL
931,209,42,0,NULL
932,210,42,0,NULL
933,214,42,0,NULL
934,217,42,0,NULL
935,218,42,0,NULL
936,219,42,0,NULL
937,221,42,0,NULL
938,225,42,0,NULL
939,228,42,0,NULL
940,229,42,0,NULL
941,230,42,0,NULL
942,592,42,0,NULL
943,573,42,0,NULL
944,574,42,0,NULL
945,575,42,0,NULL
946,577,42,0,NULL
947,578,42,0,NULL
948,580,42,0,NULL
949,587,42,0,NULL
950,589,42,0,NULL
951,590,42,0,NULL
952,593,42,0,NULL
953,339,43,0,NULL
954,342,43,0,NULL
955,343,43,0,NULL
956,344,43,0,NULL
957,345,43,0,NULL
958,348,43,0,NULL
959,349,43,0,NULL
960,352,43,0,NULL
961,354,43,0,NULL
962,360,43,0,NULL
963,362,43,0,NULL
964,467,43,0,NULL
965,468,43,0,NULL
966,469,43,0,NULL
967,472,43,0,NULL
968,477,43,0,NULL
969,481,43,0,NULL
970,483,43,0,NULL
971,484,43,0,NULL
972,485,43,0,NULL
973,486,43,0,NULL
974,487,43,0,NULL
975,377,44,0,NULL
976,366,44,0,NULL
977,368,44,0,NULL
978,369,44,0,NULL
979,370,44,0,NULL
980,373,44,0,NULL
981,374,44,0,NULL
982,375,44,0,NULL
983,380,44,0,NULL
984,383,44,0,NULL
985,384,44,0,NULL
986,519,44,0,NULL
987,522,44,0,NULL
988,524,44,0,NULL
989,526,44,0,NULL
990,528,44,0,NULL
991,532,44,0,NULL
992,536,44,0,NULL
993,537,44,0,NULL
994,538,44,0,NULL
995,539,44,0,NULL
996,540,44,0,NULL
997,1,45,0,NULL
998,2,45,0,NULL
999,6,45,0,NULL
1000,4,45,0,NULL
1001,18,45,0,NULL
1002,8,45,0,NULL
1003,23,45,0,NULL
1004,10,45,0,NULL
1005,21,45,0,NULL
1006,17,45,0,NULL
1007,7,45,0,NULL
1008,127,45,0,NULL
1009,106,45,0,NULL
1010,107,45,0,NULL
1011,108,45,0,NULL
1012,111,45,0,NULL
1013,112,45,0,NULL
1014,120,45,0,NULL
1015,121,45,0,NULL
1016,123,45,0,NULL
1017,124,45,0,NULL
1018,128,45,0,NULL
1019,406,46,0,NULL
1020,394,46,0,NULL
1021,395,46,0,NULL
1022,397,46,0,NULL
1023,400,46,0,NULL
1024,401,46,0,NULL
1025,403,46,0,NULL
1026,404,46,0,NULL
1027,405,46,0,NULL
1028,407,46,0,NULL
1029,412,46,0,NULL
1030,592,46,0,NULL
1031,573,46,0,NULL
1032,574,46,0,NULL
1033,575,46,0,NULL
1034,577,46,0,NULL
1035,578,46,0,NULL
1036,580,46,0,NULL
1037,587,46,0,NULL
1038,589,46,0,NULL
1039,590,46,0,NULL
1040,593,46,0,NULL
1041,79,47,0,NULL
1042,81,47,0,NULL
1043,83,47,0,NULL
1044,86,47,0,NULL
1045,88,47,0,NULL
1046,91,47,0,NULL
1047,95,47,0,NULL
1048,96,47,0,NULL
1049,97,47,0,NULL
1050,98,47,0,NULL
1051,100,47,0,NULL
1052,287,47,0,NULL
1053,288,47,0,NULL
1054,290,47,0,NULL
1055,291,47,0,NULL
1056,292,47,0,NULL
1057,293,47,0,NULL
1058,294,47,0,NULL
1059,295,47,0,NULL
1060,296,47,0,NULL
1061,297,47,0,NULL
1062,298,47,0,NULL
1063,339,48,0,NULL
1064,342,48,0,NULL
1065,343,48,0,NULL
1066,344,48,0,NULL
1067,345,48,0,NULL
1068,348,48,0,NULL
1069,349,48,0,NULL
1070,352,48,0,NULL
1071,354,48,0,NULL
1072,360,48,0,NULL
1073,362,48,0,NULL
1074,519,48,0,NULL
1075,522,48,0,NULL
1076,524,48,0,NULL
1077,526,48,0,NULL
1078,528,48,0,NULL
1079,532,48,0,NULL
1080,536,48,0,NULL
1081,537,48,0,NULL
1082,538,48,0,NULL
1083,539,48,0,NULL
1084,540,48,0,NULL
1085,127,49,0,NULL
1086,106,49,0,NULL
1087,107,49,0,NULL
1088,108,49,0,NULL
1089,111,49,0,NULL
1090,112,49,0,NULL
1091,120,49,0,NULL
1092,121,49,0,NULL
1093,123,49,0,NULL
1094,124,49,0,NULL
1095,128,49,0,NULL
1096,406,49,0,NULL
1097,394,49,0,NULL
1098,395,49,0,NULL
1099,397,49,0,NULL
1100,400,49,0,NULL
1101,401,49,0,NULL
1102,403,49,0,NULL
1103,404,49,0,NULL
1104,405,49,0,NULL
1105,407,49,0,NULL
1106,412,49,0,NULL
1107,339,50,0,NULL
1108,342,50,0,NULL
1109,343,50,0,NULL
1110,344,50,0,NULL
1111,345,50,0,NULL
1112,348,50,0,NULL
1113,349,50,0,NULL
1114,352,50,0,NULL
1115,354,50,0,NULL
1116,360,50,0,NULL
1117,362,50,0,NULL
1118,287,50,0,NULL
1119,288,50,0,NULL
1120,290,50,0,NULL
1121,291,50,0,NULL
1122,292,50,0,NULL
1123,293,50,0,NULL
1124,294,50,0,NULL
1125,295,50,0,NULL
1126,296,50,0,NULL
1127,297,50,0,NULL
1128,298,50,0,NULL
1129,127,51,0,NULL
1130,106,51,0,NULL
1131,107,51,0,NULL
1132,108,51,0,NULL
1133,111,51,0,NULL
1134,112,51,0,NULL
1135,120,51,0,NULL
1136,121,51,0,NULL
1137,123,51,0,NULL
1138,124,51,0,NULL
1139,128,51,0,NULL
1140,287,51,0,NULL
1141,288,51,0,NULL
1142,290,51,0,NULL
1143,291,51,0,NULL
1144,292,51,0,NULL
1145,293,51,0,NULL
1146,294,51,0,NULL
1147,295,51,0,NULL
1148,296,51,0,NULL
1149,297,51,0,NULL
1150,298,51,0,NULL